2025-06-12 00:30:36,919 [31] INFO  - Skill updated: React
2025-06-12 09:45:30,945 [8] INFO  - User logged in: muthu@gmail.com
2025-06-12 09:47:26,020 [16] INFO  - User logged in: mano@gmail.com
2025-06-12 09:48:15,123 [18] INFO  - JobPost added by recruiter: 34a5a981-70c2-43cc-8403-e0208dc1a2fd, Job Title: Product Developer
2025-06-12 09:48:41,964 [18] INFO  - Soft deleted job post: 740c50b7-bcf1-4398-90b5-ec11893c9f6a, RecruiterId: 34a5a981-70c2-43cc-8403-e0208dc1a2fd
2025-06-12 11:28:52,243 [12] INFO  - User logged in: gowtham@gmail.com
2025-06-12 11:29:52,006 [12] INFO  - User logged in: gowtham@gmail.com
2025-06-12 11:30:56,604 [19] INFO  - User logged in: gowtham@gmail.com
2025-06-12 11:31:49,017 [13] INFO  - User logged in: gowtham@gmail.com
2025-06-12 11:32:18,102 [3] INFO  - User logged in: gowtham@gmail.com
2025-06-12 11:33:05,354 [13] INFO  - User logged in: gowtham@gmail.com
2025-06-12 11:33:49,816 [13] INFO  - User logged in: mano@gmail.com
2025-06-12 11:34:09,067 [23] INFO  - JobPost added by recruiter: 34a5a981-70c2-43cc-8403-e0208dc1a2fd, Job Title: Product Developer
2025-06-12 12:15:14,007 [54] INFO  - User logged in: gowtham@gmail.com
2025-06-12 12:15:43,639 [56] INFO  - Updated seeker details for gowtham@gmail.com (ID: d93fc57e-f6ae-4a55-a1df-cc13c25c98d8)
